,partner,period,trade_value_usd,reporter
26,Ireland,201406,810,Lithuania
27,Italy,201406,1993,Lithuania
28,Poland,201406,1557,Lithuania
29,World,201407,4758,Lithuania
30,France,201407,1262,Lithuania
31,Ireland,201407,399,Lithuania
32,Lithuania,201407,2385,Lithuania
33,Poland,201407,712,Lithuania
34,World,201408,37410,Lithuania
35,France,201408,1861,Lithuania
36,Ireland,201408,1191,Lithuania
37,Italy,201408,1336,Lithuania
38,Lithuania,201408,3275,Lithuania
39,Netherlands,201408,29014,Lithuania
40,Poland,201408,733,Lithuania
44,World,201409,182326,Lithuania
45,France,201409,231,Lithuania
46,Ireland,201409,986,Lithuania
47,Italy,201409,147778,Lithuania
48,Lithuania,201409,2493,Lithuania
49,Netherlands,201409,29172,Lithuania
50,Poland,201409,1665,Lithuania
53,World,201410,197811,Lithuania
54,France,201410,374,Lithuania
55,Italy,201410,193005,Lithuania
56,Lithuania,201410,3114,Lithuania
57,Netherlands,201410,80,Lithuania
58,Poland,201410,1237,Lithuania
61,World,201411,233107,Lithuania
62,France,201411,7060,Lithuania
63,Ireland,201411,1541,Lithuania
64,Italy,201411,209724,Lithuania
65,Lithuania,201411,3304,Lithuania
66,Netherlands,201411,9947,Lithuania
67,Poland,201411,1532,Lithuania
68,World,201412,9586,Lithuania
69,France,201412,4786,Lithuania
70,Ireland,201412,997,Lithuania
71,Netherlands,201412,1671,Lithuania
72,Poland,201412,2133,Lithuania
76,World,201501,7889,Lithuania
77,France,201501,275,Lithuania
78,Ireland,201501,1237,Lithuania
79,Italy,201501,1521,Lithuania
80,Lithuania,201501,2561,Lithuania
81,Netherlands,201501,1860,Lithuania
82,Poland,201501,434,Lithuania
83,World,201502,2484,Lithuania
84,France,201502,254,Lithuania
85,Ireland,201502,529,Lithuania
86,Lithuania,201502,1018,Lithuania
87,Poland,201502,684,Lithuania
90,World,201503,5070,Lithuania
91,France,201503,162,Lithuania
92,Ireland,201503,852,Lithuania
93,Italy,201503,1648,Lithuania
94,Lithuania,201503,1553,Lithuania
95,Poland,201503,855,Lithuania
96,World,201504,5216,Lithuania
97,France,201504,136,Lithuania
98,Ireland,201504,2695,Lithuania
99,Lithuania,201504,1445,Lithuania
100,Poland,201504,940,Lithuania
103,World,201505,4827,Lithuania
104,France,201505,71,Lithuania
105,Ireland,201505,978,Lithuania
106,Lithuania,201505,3777,Lithuania
109,World,201506,5950,Lithuania
110,France,201506,84,Lithuania
111,Ireland,201506,722,Lithuania
112,Lithuania,201506,5144,Lithuania
115,World,201507,4911,Lithuania
116,France,201507,1339,Lithuania
117,Ireland,201507,1308,Lithuania
118,Lithuania,201507,2035,Lithuania
119,Poland,201507,229,Lithuania
122,World,201508,4343,Lithuania
123,France,201508,1851,Lithuania
124,Ireland,201508,1498,Lithuania
125,Lithuania,201508,874,Lithuania
126,Poland,201508,120,Lithuania
129,World,201509,245795,Lithuania
130,France,201509,462,Lithuania
131,Ireland,201509,461,Lithuania
132,Italy,201509,179349,Lithuania
133,Lithuania,201509,4555,Lithuania
134,Netherlands,201509,54628,Lithuania
135,Poland,201509,453,Lithuania
136,Turkey,201509,5888,Lithuania
139,World,201510,224837,Lithuania
140,France,201510,5666,Lithuania
141,Ireland,201510,1198,Lithuania
142,Italy,201510,217191,Lithuania
143,Poland,201510,782,Lithuania
146,World,201511,464713,Lithuania
147,France,201511,2413,Lithuania
148,Ireland,201511,774,Lithuania
149,Italy,201511,456217,Lithuania
150,Lithuania,201511,3243,Lithuania
151,Netherlands,201511,291,Lithuania
152,Poland,201511,1775,Lithuania
155,World,201512,26496,Lithuania
156,France,201512,3935,Lithuania
157,Germany,201512,15990,Lithuania
158,Ireland,201512,2634,Lithuania
159,Lithuania,201512,1625,Lithuania
160,Netherlands,201512,1121,Lithuania
161,Poland,201512,1192,Lithuania
162,World,201601,13681,Lithuania
163,France,201601,236,Lithuania
164,Ireland,201601,426,Lithuania
165,Lithuania,201601,1947,Lithuania
166,Poland,201601,128,Lithuania
167,Turkey,201601,10943,Lithuania
170,World,201602,5122,Lithuania
171,France,201602,267,Lithuania
172,Ireland,201602,479,Lithuania
173,Italy,201602,842,Lithuania
174,Lithuania,201602,2938,Lithuania
175,Poland,201602,596,Lithuania
176,World,201603,6607,Lithuania
177,France,201603,817,Lithuania
178,Ireland,201603,2423,Lithuania
179,Italy,201603,1842,Lithuania
180,Lithuania,201603,1162,Lithuania
181,Poland,201603,363,Lithuania
184,World,201604,4302,Lithuania
185,France,201604,66,Lithuania
186,Ireland,201604,1796,Lithuania
187,Lithuania,201604,1982,Lithuania
188,Poland,201604,458,Lithuania
191,World,201605,3635,Lithuania
192,France,201605,64,Lithuania
193,Italy,201605,1945,Lithuania
194,Lithuania,201605,1627,Lithuania
197,World,201606,20836,Lithuania
198,Hungary,201606,6997,Lithuania
199,Ireland,201606,2520,Lithuania
200,Italy,201606,4573,Lithuania
201,Lithuania,201606,2940,Lithuania
202,Poland,201606,3807,Lithuania
203,World,201607,13774,Lithuania
204,France,201607,401,Lithuania
205,Hungary,201607,8332,Lithuania
206,Ireland,201607,1014,Lithuania
207,Italy,201607,1937,Lithuania
208,Lithuania,201607,1774,Lithuania
209,Poland,201607,316,Lithuania
210,World,201608,17788,Lithuania
211,France,201608,1161,Lithuania
212,Hungary,201608,6820,Lithuania
213,Ireland,201608,976,Lithuania
214,Italy,201608,348,Lithuania
215,Netherlands,201608,7995,Lithuania
216,Poland,201608,488,Lithuania
219,World,201609,230628,Lithuania
220,France,201609,121,Lithuania
221,Ireland,201609,1133,Lithuania
222,Italy,201609,228270,Lithuania
223,Lithuania,201609,1076,Lithuania
224,Poland,201609,28,Lithuania
228,World,201610,83506,Lithuania
229,Hungary,201610,2749,Lithuania
230,Ireland,201610,516,Lithuania
231,Italy,201610,77012,Lithuania
232,Lithuania,201610,2496,Lithuania
233,Poland,201610,733,Lithuania
234,World,201611,157482,Lithuania
235,France,201611,9528,Lithuania
236,Hungary,201611,758,Lithuania
237,Italy,201611,143292,Lithuania
238,Lithuania,201611,1897,Lithuania
239,Netherlands,201611,720,Lithuania
240,Poland,201611,1287,Lithuania
241,World,201612,29754,Lithuania
242,France,201612,9058,Lithuania
243,Hungary,201612,1081,Lithuania
244,Italy,201612,16278,Lithuania
245,Lithuania,201612,1818,Lithuania
246,Netherlands,201612,851,Lithuania
247,Poland,201612,668,Lithuania
0,World,201401,5624,Luxembourg
1,France,201401,84,Luxembourg
2,Ireland,201401,987,Luxembourg
3,Italy,201401,1308,Luxembourg
4,Lithuania,201401,2773,Luxembourg
5,Poland,201401,473,Luxembourg
6,World,201402,9564,Luxembourg
7,Ireland,201402,1636,Luxembourg
8,Italy,201402,2966,Luxembourg
9,Lithuania,201402,3450,Luxembourg
10,Poland,201402,1512,Luxembourg
11,World,201403,4987,Luxembourg
12,Lithuania,201403,4187,Luxembourg
13,Poland,201403,800,Luxembourg
14,World,201404,10823,Luxembourg
15,France,201404,90,Luxembourg
16,Ireland,201404,370,Luxembourg
17,Italy,201404,1898,Luxembourg
18,Lithuania,201404,3862,Luxembourg
19,Turkey,201404,4603,Luxembourg
20,World,201405,5773,Luxembourg
21,Ireland,201405,817,Luxembourg
22,Lithuania,201405,3785,Luxembourg
23,Poland,201405,1171,Luxembourg
24,World,201406,4449,Luxembourg
25,France,201406,90,Luxembourg
26,Ireland,201406,810,Luxembourg
27,Italy,201406,1993,Luxembourg
28,Poland,201406,1557,Luxembourg
29,World,201407,4758,Luxembourg
30,France,201407,1262,Luxembourg
31,Ireland,201407,399,Luxembourg
32,Lithuania,201407,2385,Luxembourg
33,Poland,201407,712,Luxembourg
34,World,201408,37410,Luxembourg
35,France,201408,1861,Luxembourg
36,Ireland,201408,1191,Luxembourg
37,Italy,201408,1336,Luxembourg
38,Lithuania,201408,3275,Luxembourg
39,Netherlands,201408,29014,Luxembourg
40,Poland,201408,733,Luxembourg
44,World,201409,182326,Luxembourg
45,France,201409,231,Luxembourg
46,Ireland,201409,986,Luxembourg
47,Italy,201409,147778,Luxembourg
48,Lithuania,201409,2493,Luxembourg
49,Netherlands,201409,29172,Luxembourg
50,Poland,201409,1665,Luxembourg
53,World,201410,197811,Luxembourg
54,France,201410,374,Luxembourg
55,Italy,201410,193005,Luxembourg
56,Lithuania,201410,3114,Luxembourg
57,Netherlands,201410,80,Luxembourg
58,Poland,201410,1237,Luxembourg
61,World,201411,233107,Luxembourg
62,France,201411,7060,Luxembourg
63,Ireland,201411,1541,Luxembourg
64,Italy,201411,209724,Luxembourg
65,Lithuania,201411,3304,Luxembourg
66,Netherlands,201411,9947,Luxembourg
67,Poland,201411,1532,Luxembourg
68,World,201412,9586,Luxembourg
69,France,201412,4786,Luxembourg
70,Ireland,201412,997,Luxembourg
71,Netherlands,201412,1671,Luxembourg
72,Poland,201412,2133,Luxembourg
76,World,201501,7889,Luxembourg
77,France,201501,275,Luxembourg
78,Ireland,201501,1237,Luxembourg
79,Italy,201501,1521,Luxembourg
80,Lithuania,201501,2561,Luxembourg
81,Netherlands,201501,1860,Luxembourg
82,Poland,201501,434,Luxembourg
83,World,201502,2484,Luxembourg
84,France,201502,254,Luxembourg
85,Ireland,201502,529,Luxembourg
86,Lithuania,201502,1018,Luxembourg
87,Poland,201502,684,Luxembourg
90,World,201503,5070,Luxembourg
91,France,201503,162,Luxembourg
92,Ireland,201503,852,Luxembourg
93,Italy,201503,1648,Luxembourg
94,Lithuania,201503,1553,Luxembourg
95,Poland,201503,855,Luxembourg
96,World,201504,5216,Luxembourg
97,France,201504,136,Luxembourg
98,Ireland,201504,2695,Luxembourg
99,Lithuania,201504,1445,Luxembourg
100,Poland,201504,940,Luxembourg
103,World,201505,4827,Luxembourg
104,France,201505,71,Luxembourg
105,Ireland,201505,978,Luxembourg
106,Lithuania,201505,3777,Luxembourg
109,World,201506,5950,Luxembourg
110,France,201506,84,Luxembourg
111,Ireland,201506,722,Luxembourg
112,Lithuania,201506,5144,Luxembourg
115,World,201507,4911,Luxembourg
116,France,201507,1339,Luxembourg
117,Ireland,201507,1308,Luxembourg
118,Lithuania,201507,2035,Luxembourg
119,Poland,201507,229,Luxembourg
122,World,201508,4343,Luxembourg
123,France,201508,1851,Luxembourg
124,Ireland,201508,1498,Luxembourg
125,Lithuania,201508,874,Luxembourg
126,Poland,201508,120,Luxembourg
129,World,201509,245795,Luxembourg
130,France,201509,462,Luxembourg
131,Ireland,201509,461,Luxembourg
132,Italy,201509,179349,Luxembourg
133,Lithuania,201509,4555,Luxembourg
134,Netherlands,201509,54628,Luxembourg
135,Poland,201509,453,Luxembourg
136,Turkey,201509,5888,Luxembourg
139,World,201510,224837,Luxembourg
140,France,201510,5666,Luxembourg
141,Ireland,201510,1198,Luxembourg
142,Italy,201510,217191,Luxembourg
143,Poland,201510,782,Luxembourg
146,World,201511,464713,Luxembourg
147,France,201511,2413,Luxembourg
148,Ireland,201511,774,Luxembourg
149,Italy,201511,456217,Luxembourg
150,Lithuania,201511,3243,Luxembourg
151,Netherlands,201511,291,Luxembourg
152,Poland,201511,1775,Luxembourg
155,World,201512,26496,Luxembourg
156,France,201512,3935,Luxembourg
157,Germany,201512,15990,Luxembourg
158,Ireland,201512,2634,Luxembourg
159,Lithuania,201512,1625,Luxembourg
160,Netherlands,201512,1121,Luxembourg
161,Poland,201512,1192,Luxembourg
162,World,201601,13681,Luxembourg
163,France,201601,236,Luxembourg
164,Ireland,201601,426,Luxembourg
165,Lithuania,201601,1947,Luxembourg
166,Poland,201601,128,Luxembourg
167,Turkey,201601,10943,Luxembourg
170,World,201602,5122,Luxembourg
171,France,201602,267,Luxembourg
172,Ireland,201602,479,Luxembourg
173,Italy,201602,842,Luxembourg
174,Lithuania,201602,2938,Luxembourg
175,Poland,201602,596,Luxembourg
176,World,201603,6607,Luxembourg
177,France,201603,817,Luxembourg
178,Ireland,201603,2423,Luxembourg
179,Italy,201603,1842,Luxembourg
180,Lithuania,201603,1162,Luxembourg
181,Poland,201603,363,Luxembourg
184,World,201604,4302,Luxembourg
185,France,201604,66,Luxembourg
186,Ireland,201604,1796,Luxembourg
187,Lithuania,201604,1982,Luxembourg
188,Poland,201604,458,Luxembourg
191,World,201605,3635,Luxembourg
192,France,201605,64,Luxembourg
193,Italy,201605,1945,Luxembourg
194,Lithuania,201605,1627,Luxembourg
197,World,201606,20836,Luxembourg
198,Hungary,201606,6997,Luxembourg
199,Ireland,201606,2520,Luxembourg
200,Italy,201606,4573,Luxembourg
201,Lithuania,201606,2940,Luxembourg
202,Poland,201606,3807,Luxembourg
203,World,201607,13774,Luxembourg
204,France,201607,401,Luxembourg
205,Hungary,201607,8332,Luxembourg
206,Ireland,201607,1014,Luxembourg
207,Italy,201607,1937,Luxembourg
208,Lithuania,201607,1774,Luxembourg
209,Poland,201607,316,Luxembourg
210,World,201608,17788,Luxembourg
211,France,201608,1161,Luxembourg
212,Hungary,201608,6820,Luxembourg
213,Ireland,201608,976,Luxembourg
214,Italy,201608,348,Luxembourg
215,Netherlands,201608,7995,Luxembourg
216,Poland,201608,488,Luxembourg
219,World,201609,230628,Luxembourg
220,France,201609,121,Luxembourg
221,Ireland,201609,1133,Luxembourg
222,Italy,201609,228270,Luxembourg
223,Lithuania,201609,1076,Luxembourg
224,Poland,201609,28,Luxembourg
228,World,201610,83506,Luxembourg
229,Hungary,201610,2749,Luxembourg
230,Ireland,201610,516,Luxembourg
231,Italy,201610,77012,Luxembourg
232,Lithuania,201610,2496,Luxembourg
233,Poland,201610,733,Luxembourg
234,World,201611,157482,Luxembourg
235,France,201611,9528,Luxembourg
236,Hungary,201611,758,Luxembourg
237,Italy,201611,143292,Luxembourg
238,Lithuania,201611,1897,Luxembourg
239,Netherlands,201611,720,Luxembourg
240,Poland,201611,1287,Luxembourg
241,World,201612,29754,Luxembourg
242,France,201612,9058,Luxembourg
243,Hungary,201612,1081,Luxembourg
244,Italy,201612,16278,Luxembourg
245,Lithuania,201612,1818,Luxembourg
246,Netherlands,201612,851,Luxembourg
247,Poland,201612,668,Luxembourg
0,World,201401,5624,Malta
1,France,201401,84,Malta
2,Ireland,201401,987,Malta
3,Italy,201401,1308,Malta
4,Lithuania,201401,2773,Malta
5,Poland,201401,473,Malta
6,World,201402,9564,Malta
7,Ireland,201402,1636,Malta
8,Italy,201402,2966,Malta
9,Lithuania,201402,3450,Malta
10,Poland,201402,1512,Malta
11,World,201403,4987,Malta
12,Lithuania,201403,4187,Malta
13,Poland,201403,800,Malta
14,World,201404,10823,Malta
15,France,201404,90,Malta
16,Ireland,201404,370,Malta
17,Italy,201404,1898,Malta
18,Lithuania,201404,3862,Malta
19,Turkey,201404,4603,Malta
20,World,201405,5773,Malta
21,Ireland,201405,817,Malta
22,Lithuania,201405,3785,Malta
23,Poland,201405,1171,Malta
24,World,201406,4449,Malta
25,France,201406,90,Malta
26,Ireland,201406,810,Malta
27,Italy,201406,1993,Malta
28,Poland,201406,1557,Malta
29,World,201407,4758,Malta
30,France,201407,1262,Malta
31,Ireland,201407,399,Malta
32,Lithuania,201407,2385,Malta
33,Poland,201407,712,Malta
34,World,201408,37410,Malta
35,France,201408,1861,Malta
36,Ireland,201408,1191,Malta
37,Italy,201408,1336,Malta
38,Lithuania,201408,3275,Malta
39,Netherlands,201408,29014,Malta
40,Poland,201408,733,Malta
44,World,201409,182326,Malta
45,France,201409,231,Malta
46,Ireland,201409,986,Malta
47,Italy,201409,147778,Malta
48,Lithuania,201409,2493,Malta
49,Netherlands,201409,29172,Malta
50,Poland,201409,1665,Malta
53,World,201410,197811,Malta
54,France,201410,374,Malta
55,Italy,201410,193005,Malta
56,Lithuania,201410,3114,Malta
57,Netherlands,201410,80,Malta
58,Poland,201410,1237,Malta
61,World,201411,233107,Malta
62,France,201411,7060,Malta
63,Ireland,201411,1541,Malta
64,Italy,201411,209724,Malta
65,Lithuania,201411,3304,Malta
66,Netherlands,201411,9947,Malta
67,Poland,201411,1532,Malta
68,World,201412,9586,Malta
69,France,201412,4786,Malta
70,Ireland,201412,997,Malta
71,Netherlands,201412,1671,Malta
72,Poland,201412,2133,Malta
76,World,201501,7889,Malta
77,France,201501,275,Malta
78,Ireland,201501,1237,Malta
79,Italy,201501,1521,Malta
80,Lithuania,201501,2561,Malta
81,Netherlands,201501,1860,Malta
82,Poland,201501,434,Malta
83,World,201502,2484,Malta
84,France,201502,254,Malta
85,Ireland,201502,529,Malta
86,Lithuania,201502,1018,Malta
87,Poland,201502,684,Malta
90,World,201503,5070,Malta
91,France,201503,162,Malta
92,Ireland,201503,852,Malta
93,Italy,201503,1648,Malta
94,Lithuania,201503,1553,Malta
95,Poland,201503,855,Malta
96,World,201504,5216,Malta
97,France,201504,136,Malta
98,Ireland,201504,2695,Malta
99,Lithuania,201504,1445,Malta
100,Poland,201504,940,Malta
103,World,201505,4827,Malta
104,France,201505,71,Malta
105,Ireland,201505,978,Malta
106,Lithuania,201505,3777,Malta
109,World,201506,5950,Malta
110,France,201506,84,Malta
111,Ireland,201506,722,Malta
112,Lithuania,201506,5144,Malta
115,World,201507,4911,Malta
116,France,201507,1339,Malta
117,Ireland,201507,1308,Malta
118,Lithuania,201507,2035,Malta
119,Poland,201507,229,Malta
122,World,201508,4343,Malta
123,France,201508,1851,Malta
124,Ireland,201508,1498,Malta
125,Lithuania,201508,874,Malta
126,Poland,201508,120,Malta
129,World,201509,245795,Malta
130,France,201509,462,Malta
131,Ireland,201509,461,Malta
132,Italy,201509,179349,Malta
133,Lithuania,201509,4555,Malta
134,Netherlands,201509,54628,Malta
135,Poland,201509,453,Malta
136,Turkey,201509,5888,Malta
139,World,201510,224837,Malta
140,France,201510,5666,Malta
141,Ireland,201510,1198,Malta
142,Italy,201510,217191,Malta
143,Poland,201510,782,Malta
146,World,201511,464713,Malta
147,France,201511,2413,Malta
148,Ireland,201511,774,Malta
149,Italy,201511,456217,Malta
150,Lithuania,201511,3243,Malta
151,Netherlands,201511,291,Malta
152,Poland,201511,1775,Malta
155,World,201512,26496,Malta
156,France,201512,3935,Malta
157,Germany,201512,15990,Malta
158,Ireland,201512,2634,Malta
159,Lithuania,201512,1625,Malta
160,Netherlands,201512,1121,Malta
161,Poland,201512,1192,Malta
162,World,201601,13681,Malta
163,France,201601,236,Malta
164,Ireland,201601,426,Malta
165,Lithuania,201601,1947,Malta
166,Poland,201601,128,Malta
167,Turkey,201601,10943,Malta
170,World,201602,5122,Malta
171,France,201602,267,Malta
172,Ireland,201602,479,Malta
173,Italy,201602,842,Malta
174,Lithuania,201602,2938,Malta
175,Poland,201602,596,Malta
176,World,201603,6607,Malta
177,France,201603,817,Malta
178,Ireland,201603,2423,Malta
179,Italy,201603,1842,Malta
180,Lithuania,201603,1162,Malta
181,Poland,201603,363,Malta
184,World,201604,4302,Malta
185,France,201604,66,Malta
186,Ireland,201604,1796,Malta
187,Lithuania,201604,1982,Malta
188,Poland,201604,458,Malta
191,World,201605,3635,Malta
192,France,201605,64,Malta
193,Italy,201605,1945,Malta
194,Lithuania,201605,1627,Malta
197,World,201606,20836,Malta
198,Hungary,201606,6997,Malta
199,Ireland,201606,2520,Malta
200,Italy,201606,4573,Malta
201,Lithuania,201606,2940,Malta
202,Poland,201606,3807,Malta
203,World,201607,13774,Malta
204,France,201607,401,Malta
205,Hungary,201607,8332,Malta
206,Ireland,201607,1014,Malta
207,Italy,201607,1937,Malta
208,Lithuania,201607,1774,Malta
209,Poland,201607,316,Malta
210,World,201608,17788,Malta
211,France,201608,1161,Malta
212,Hungary,201608,6820,Malta
213,Ireland,201608,976,Malta
214,Italy,201608,348,Malta
215,Netherlands,201608,7995,Malta
216,Poland,201608,488,Malta
219,World,201609,230628,Malta
220,France,201609,121,Malta
221,Ireland,201609,1133,Malta
222,Italy,201609,228270,Malta
223,Lithuania,201609,1076,Malta
224,Poland,201609,28,Malta
228,World,201610,83506,Malta
229,Hungary,201610,2749,Malta
230,Ireland,201610,516,Malta
231,Italy,201610,77012,Malta
232,Lithuania,201610,2496,Malta
233,Poland,201610,733,Malta
234,World,201611,157482,Malta
235,France,201611,9528,Malta
236,Hungary,201611,758,Malta
237,Italy,201611,143292,Malta
238,Lithuania,201611,1897,Malta
239,Netherlands,201611,720,Malta
240,Poland,201611,1287,Malta
241,World,201612,29754,Malta
242,France,201612,9058,Malta
243,Hungary,201612,1081,Malta
244,Italy,201612,16278,Malta
245,Lithuania,201612,1818,Malta
246,Netherlands,201612,851,Malta
247,Poland,201612,668,Malta
0,World,201401,5624,Malta
1,France,201401,84,Malta
2,Ireland,201401,987,Malta
3,Italy,201401,1308,Malta
4,Lithuania,201401,2773,Malta
5,Poland,201401,473,Malta
6,World,201402,9564,Malta
7,Ireland,201402,1636,Malta
8,Italy,201402,2966,Malta
9,Lithuania,201402,3450,Malta
10,Poland,201402,1512,Malta
11,World,201403,4987,Malta
12,Lithuania,201403,4187,Malta
13,Poland,201403,800,Malta
14,World,201404,10823,Malta
15,France,201404,90,Malta
16,Ireland,201404,370,Malta
17,Italy,201404,1898,Malta
18,Lithuania,201404,3862,Malta
19,Turkey,201404,4603,Malta
20,World,201405,5773,Malta
21,Ireland,201405,817,Malta
22,Lithuania,201405,3785,Malta
23,Poland,201405,1171,Malta
24,World,201406,4449,Malta
25,France,201406,90,Malta
26,Ireland,201406,810,Malta
27,Italy,201406,1993,Malta
28,Poland,201406,1557,Malta
29,World,201407,4758,Malta
30,France,201407,1262,Malta
31,Ireland,201407,399,Malta
32,Lithuania,201407,2385,Malta
33,Poland,201407,712,Malta
34,World,201408,37410,Malta
35,France,201408,1861,Malta
36,Ireland,201408,1191,Malta
37,Italy,201408,1336,Malta
38,Lithuania,201408,3275,Malta
39,Netherlands,201408,29014,Malta
40,Poland,201408,733,Malta
44,World,201409,182326,Malta
45,France,201409,231,Malta
46,Ireland,201409,986,Malta
47,Italy,201409,147778,Malta
48,Lithuania,201409,2493,Malta
49,Netherlands,201409,29172,Malta
50,Poland,201409,1665,Malta
53,World,201410,197811,Malta
54,France,201410,374,Malta
55,Italy,201410,193005,Malta
56,Lithuania,201410,3114,Malta
57,Netherlands,201410,80,Malta
58,Poland,201410,1237,Malta
61,World,201411,233107,Malta
62,France,201411,7060,Malta
63,Ireland,201411,1541,Malta
64,Italy,201411,209724,Malta
65,Lithuania,201411,3304,Malta
66,Netherlands,201411,9947,Malta
67,Poland,201411,1532,Malta
68,World,201412,9586,Malta
69,France,201412,4786,Malta
70,Ireland,201412,997,Malta
71,Netherlands,201412,1671,Malta
72,Poland,201412,2133,Malta
76,World,201501,7889,Malta
77,France,201501,275,Malta
78,Ireland,201501,1237,Malta
79,Italy,201501,1521,Malta
80,Lithuania,201501,2561,Malta
81,Netherlands,201501,1860,Malta
82,Poland,201501,434,Malta
83,World,201502,2484,Malta
84,France,201502,254,Malta
85,Ireland,201502,529,Malta
86,Lithuania,201502,1018,Malta
87,Poland,201502,684,Malta
90,World,201503,5070,Malta
91,France,201503,162,Malta
92,Ireland,201503,852,Malta
93,Italy,201503,1648,Malta
94,Lithuania,201503,1553,Malta
95,Poland,201503,855,Malta
96,World,201504,5216,Malta
97,France,201504,136,Malta
98,Ireland,201504,2695,Malta
99,Lithuania,201504,1445,Malta
100,Poland,201504,940,Malta
103,World,201505,4827,Malta
104,France,201505,71,Malta
105,Ireland,201505,978,Malta
106,Lithuania,201505,3777,Malta
109,World,201506,5950,Malta
110,France,201506,84,Malta
111,Ireland,201506,722,Malta
112,Lithuania,201506,5144,Malta
115,World,201507,4911,Malta
116,France,201507,1339,Malta
117,Ireland,201507,1308,Malta
118,Lithuania,201507,2035,Malta
119,Poland,201507,229,Malta
122,World,201508,4343,Malta
123,France,201508,1851,Malta
124,Ireland,201508,1498,Malta
125,Lithuania,201508,874,Malta
126,Poland,201508,120,Malta
129,World,201509,245795,Malta
130,France,201509,462,Malta
131,Ireland,201509,461,Malta
132,Italy,201509,179349,Malta
133,Lithuania,201509,4555,Malta
134,Netherlands,201509,54628,Malta
135,Poland,201509,453,Malta
136,Turkey,201509,5888,Malta
139,World,201510,224837,Malta
140,France,201510,5666,Malta
141,Ireland,201510,1198,Malta
142,Italy,201510,217191,Malta
143,Poland,201510,782,Malta
146,World,201511,464713,Malta
147,France,201511,2413,Malta
148,Ireland,201511,774,Malta
149,Italy,201511,456217,Malta
150,Lithuania,201511,3243,Malta
151,Netherlands,201511,291,Malta
152,Poland,201511,1775,Malta
155,World,201512,26496,Malta
156,France,201512,3935,Malta
157,Germany,201512,15990,Malta
158,Ireland,201512,2634,Malta
159,Lithuania,201512,1625,Malta
160,Netherlands,201512,1121,Malta
161,Poland,201512,1192,Malta
162,World,201601,13681,Malta
163,France,201601,236,Malta
164,Ireland,201601,426,Malta
165,Lithuania,201601,1947,Malta
166,Poland,201601,128,Malta
167,Turkey,201601,10943,Malta
170,World,201602,5122,Malta
171,France,201602,267,Malta
172,Ireland,201602,479,Malta
173,Italy,201602,842,Malta
174,Lithuania,201602,2938,Malta
175,Poland,201602,596,Malta
176,World,201603,6607,Malta
177,France,201603,817,Malta
178,Ireland,201603,2423,Malta
179,Italy,201603,1842,Malta
180,Lithuania,201603,1162,Malta
181,Poland,201603,363,Malta
184,World,201604,4302,Malta
185,France,201604,66,Malta
186,Ireland,201604,1796,Malta
187,Lithuania,201604,1982,Malta
188,Poland,201604,458,Malta
191,World,201605,3635,Malta
192,France,201605,64,Malta
193,Italy,201605,1945,Malta
194,Lithuania,201605,1627,Malta
197,World,201606,20836,Malta
198,Hungary,201606,6997,Malta
199,Ireland,201606,2520,Malta
200,Italy,201606,4573,Malta
201,Lithuania,201606,2940,Malta
202,Poland,201606,3807,Malta
203,World,201607,13774,Malta
204,France,201607,401,Malta
205,Hungary,201607,8332,Malta
206,Ireland,201607,1014,Malta
207,Italy,201607,1937,Malta
208,Lithuania,201607,1774,Malta
209,Poland,201607,316,Malta
210,World,201608,17788,Malta
211,France,201608,1161,Malta
212,Hungary,201608,6820,Malta
213,Ireland,201608,976,Malta
214,Italy,201608,348,Malta
215,Netherlands,201608,7995,Malta
216,Poland,201608,488,Malta
219,World,201609,230628,Malta
220,France,201609,121,Malta
221,Ireland,201609,1133,Malta
222,Italy,201609,228270,Malta
223,Lithuania,201609,1076,Malta
224,Poland,201609,28,Malta
228,World,201610,83506,Malta
229,Hungary,201610,2749,Malta
230,Ireland,201610,516,Malta
231,Italy,201610,77012,Malta
232,Lithuania,201610,2496,Malta
233,Poland,201610,733,Malta
234,World,201611,157482,Malta
235,France,201611,9528,Malta
236,Hungary,201611,758,Malta
237,Italy,201611,143292,Malta
238,Lithuania,201611,1897,Malta
239,Netherlands,201611,720,Malta
240,Poland,201611,1287,Malta
241,World,201612,29754,Malta
242,France,201612,9058,Malta
243,Hungary,201612,1081,Malta
244,Italy,201612,16278,Malta
245,Lithuania,201612,1818,Malta
246,Netherlands,201612,851,Malta
247,Poland,201612,668,Malta
0,World,201401,5624,Netherlands
1,France,201401,84,Netherlands
2,Ireland,201401,987,Netherlands
3,Italy,201401,1308,Netherlands
4,Lithuania,201401,2773,Netherlands
5,Poland,201401,473,Netherlands
6,World,201402,9564,Netherlands
7,Ireland,201402,1636,Netherlands
8,Italy,201402,2966,Netherlands
9,Lithuania,201402,3450,Netherlands
10,Poland,201402,1512,Netherlands
11,World,201403,4987,Netherlands
12,Lithuania,201403,4187,Netherlands
13,Poland,201403,800,Netherlands
14,World,201404,10823,Netherlands
15,France,201404,90,Netherlands
16,Ireland,201404,370,Netherlands
17,Italy,201404,1898,Netherlands
18,Lithuania,201404,3862,Netherlands
19,Turkey,201404,4603,Netherlands
20,World,201405,5773,Netherlands
21,Ireland,201405,817,Netherlands
22,Lithuania,201405,3785,Netherlands
23,Poland,201405,1171,Netherlands
