period,trade_value_usd,origin,destin,period_date
201506,454,Mexico,Guatemala,2015-06-01
201506,57505,United States of America,Guatemala,2015-06-01
201506,670,Netherlands,Mauritius,2015-06-01
201506,132655,Canada,Belgium,2015-06-01
201506,11153,Denmark,Belgium,2015-06-01
201506,5540,France,Belgium,2015-06-01
201506,18702,Germany,Belgium,2015-06-01
201506,1362,Lebanon,Belgium,2015-06-01
201506,70886,Netherlands,Belgium,2015-06-01
201506,60,United Kingdom,Belgium,2015-06-01
201506,129271,United States of America,Belgium,2015-06-01
201506,657,Canada,Serbia,2015-06-01
201402,758,Canada,Madagascar,2014-02-01
201402,1625,United Kingdom,Malta,2014-02-01
201402,20937,Belgium,Netherlands,2014-02-01
201402,206884,Canada,Netherlands,2014-02-01
201402,2895,France,Netherlands,2014-02-01
201402,11636,Austria,Germany,2014-02-01
201402,1013605,Canada,Germany,2014-02-01
201402,38227,Denmark,Germany,2014-02-01
201402,12032,France,Germany,2014-02-01
201402,5326,Netherlands,Germany,2014-02-01
201402,1584,Spain,Germany,2014-02-01
201402,18875,United Kingdom,Germany,2014-02-01
201402,9246,United States of America,Germany,2014-02-01
201506,121,Czech Rep.,Lithuania,2015-06-01
201506,19,Denmark,Lithuania,2015-06-01
201506,4889,France,Lithuania,2015-06-01
201506,1742,Germany,Lithuania,2015-06-01
201506,2608,Latvia,Lithuania,2015-06-01
201402,23283,United States of America,Guatemala,2014-02-01
201506,6336,Austria,Italy,2015-06-01
201506,19807,Belgium,Italy,2015-06-01
201506,205810,Canada,Italy,2015-06-01
201506,6449,Denmark,Italy,2015-06-01
201506,42755,France,Italy,2015-06-01
201506,48663,Germany,Italy,2015-06-01
201506,40852,Netherlands,Italy,2015-06-01
201506,33,Romania,Italy,2015-06-01
201506,26,Spain,Italy,2015-06-01
201506,12312,Sweden,Italy,2015-06-01
201506,1631,United Kingdom,Italy,2015-06-01
201506,873,Canada,Panama,2015-06-01
201506,14829,United States of America,Panama,2015-06-01
201506,1150,Canada,Bosnia Herzegovina,2015-06-01
201506,42,Croatia,Bosnia Herzegovina,2015-06-01
201506,39,Germany,Bosnia Herzegovina,2015-06-01
201506,7,Indonesia,Bosnia Herzegovina,2015-06-01
201506,67,Denmark,Russian Federation,2015-06-01
201506,236,Finland,Russian Federation,2015-06-01
201506,5197,Germany,Russian Federation,2015-06-01
201506,56,United Kingdom,Russian Federation,2015-06-01
201506,55226,United States of America,Russian Federation,2015-06-01
201402,4652,Singapore,Philippines,2014-02-01
201506,2493,Canada,Peru,2015-06-01
201506,3871,United States of America,Peru,2015-06-01
201506,2241,Austria,Switzerland,2015-06-01
201506,170838,Canada,Switzerland,2015-06-01
201506,23207,Denmark,Switzerland,2015-06-01
201506,5167,France,Switzerland,2015-06-01
201506,35152,Germany,Switzerland,2015-06-01
201506,48,Israel,Switzerland,2015-06-01
201506,13,Italy,Switzerland,2015-06-01
201506,93,Japan,Switzerland,2015-06-01
201506,15926,United Kingdom,Switzerland,2015-06-01
201506,16917,United States of America,Switzerland,2015-06-01
201506,97,South Africa,Mozambique,2015-06-01
201506,943,Belgium,Luxembourg,2015-06-01
201506,317,Canada,Luxembourg,2015-06-01
201506,1059,France,Luxembourg,2015-06-01
201506,3444,Germany,Luxembourg,2015-06-01
201506,216,United Kingdom,Bermuda,2015-06-01
201506,26299,United States of America,Bermuda,2015-06-01
201506,235,United Kingdom,Kuwait,2015-06-01
201506,7552,United States of America,Kuwait,2015-06-01
201506,366,Canada,Greenland,2015-06-01
201506,391,Denmark,Greenland,2015-06-01
201402,26059,Canada,Spain,2014-02-01
201402,74898,France,Spain,2014-02-01
201402,4480,Germany,Spain,2014-02-01
201402,287,United Kingdom,Spain,2014-02-01
201506,109,Canada,Portugal,2015-06-01
201506,94,France,Portugal,2015-06-01
201506,3629,Germany,Portugal,2015-06-01
201506,723,Spain,Portugal,2015-06-01
201506,1046,United Kingdom,Portugal,2015-06-01
201506,2356,United States of America,Portugal,2015-06-01
201506,146380,Canada,Ireland,2015-06-01
201506,4597,France,Ireland,2015-06-01
201506,36675,Germany,Ireland,2015-06-01
201506,792,Malaysia,Ireland,2015-06-01
201506,16553,United Kingdom,Ireland,2015-06-01
201506,607,United States of America,Ireland,2015-06-01
201402,195657,Canada,Austria,2014-02-01
201402,26291,Denmark,Austria,2014-02-01
201506,360,Canada,French Polynesia,2015-06-01
201506,50,France,French Polynesia,2015-06-01
201506,74,Germany,French Polynesia,2015-06-01
201506,580,New Zealand,French Polynesia,2015-06-01
201506,15307,United States of America,French Polynesia,2015-06-01
201506,10,United Kingdom,Uganda,2015-06-01
201506,702,United States of America,Uganda,2015-06-01
201506,1644,France,Latvia,2015-06-01
201506,2513,Germany,Latvia,2015-06-01
201506,47923,Lithuania,Latvia,2015-06-01
201506,1006,Netherlands,Latvia,2015-06-01
201506,1759,Sweden,Latvia,2015-06-01
201506,2200,United Kingdom,Latvia,2015-06-01
201506,324,Canada,Saint Vincent and the Grenadines,2015-06-01
201506,206,United Kingdom,Saint Vincent and the Grenadines,2015-06-01
201506,222,United States of America,Saint Vincent and the Grenadines,2015-06-01
201506,1968,South Africa,Botswana,2015-06-01
201506,158,United Arab Emirates,Seychelles,2015-06-01
201506,234,United Kingdom,Seychelles,2015-06-01
201506,219,United States of America,Seychelles,2015-06-01
201506,7502,Austria,Hungary,2015-06-01
201506,109167,Germany,Hungary,2015-06-01
201402,1380,United States of America,Pakistan,2014-02-01
201506,297,Japan,Brazil,2015-06-01
201506,365,Russian Federation,Kazakhstan,2015-06-01
201402,1250,Canada,Finland,2014-02-01
201402,48,United States of America,Finland,2014-02-01
201506,660,Canada,Canada,2015-06-01
201506,164,United Kingdom,Canada,2015-06-01
201506,3401989,United States of America,Canada,2015-06-01
201506,1087,Canada,Iceland,2015-06-01
201506,183,Germany,Iceland,2015-06-01
201402,433,Canada,Panama,2014-02-01
201402,20824,United States of America,Panama,2014-02-01
201506,2079330,Canada,Japan,2015-06-01
201506,25200,Australia,Singapore,2015-06-01
201506,15706,Canada,Singapore,2015-06-01
201506,2686,France,Singapore,2015-06-01
201506,2049,Indonesia,Singapore,2015-06-01
201506,1222,Japan,Singapore,2015-06-01
201506,217,Malaysia,Singapore,2015-06-01
201506,878,United Kingdom,Singapore,2015-06-01
201506,43482,United States of America,Singapore,2015-06-01
201402,1978,France,Mauritius,2014-02-01
201506,11964,Denmark,France,2015-06-01
201506,1640,Germany,France,2015-06-01
201506,1716,Italy,France,2015-06-01
201506,14286,Netherlands,France,2015-06-01
201506,194,South Africa,France,2015-06-01
201506,12593,United Kingdom,France,2015-06-01
201506,1312,United States of America,France,2015-06-01
201506,1059,Austria,Slovakia,2015-06-01
201506,1926,Canada,Slovakia,2015-06-01
201506,6052,China,Slovakia,2015-06-01
201506,1247,Czech Rep.,Slovakia,2015-06-01
201506,228405,Germany,Slovakia,2015-06-01
201506,3164,Hungary,Slovakia,2015-06-01
201506,127,Ireland,Slovakia,2015-06-01
201506,20319,United Kingdom,Slovakia,2015-06-01
201506,1695,Australia,Malaysia,2015-06-01
201506,3167,China,Malaysia,2015-06-01
201506,2161,France,Malaysia,2015-06-01
201506,2205,Thailand,Malaysia,2015-06-01
201506,15716,United States of America,Malaysia,2015-06-01
201402,3817,Austria,Romania,2014-02-01
201402,65,Bulgaria,Romania,2014-02-01
201402,8850,Denmark,Romania,2014-02-01
201402,2146,Hungary,Romania,2014-02-01
201402,100,United Kingdom,Romania,2014-02-01
201506,5071,Austria,Slovenia,2015-06-01
201506,10603,Canada,Slovenia,2015-06-01
201506,832,France,Slovenia,2015-06-01
201506,15201,Germany,Slovenia,2015-06-01
201506,39,Italy,Slovenia,2015-06-01
201506,683,Mexico,Slovenia,2015-06-01
201402,44171,Canada,Ireland,2014-02-01
201402,12484,United Kingdom,Ireland,2014-02-01
201402,1475,United States of America,Ireland,2014-02-01
201402,316303,Canada,Denmark,2014-02-01
201402,16,France,Denmark,2014-02-01
201402,9093,Germany,Denmark,2014-02-01
201402,8751,Netherlands,Denmark,2014-02-01
201402,70,Switzerland,Denmark,2014-02-01
201402,21107,United States of America,Denmark,2014-02-01
201402,450,Australia,Singapore,2014-02-01
201402,10245,Austria,Singapore,2014-02-01
201402,4674,Canada,Singapore,2014-02-01
201402,600,France,Singapore,2014-02-01
201402,224,Japan,Singapore,2014-02-01
201402,3204,Netherlands,Singapore,2014-02-01
201402,6219,United Kingdom,Singapore,2014-02-01
201402,14313,United States of America,Singapore,2014-02-01
201402,729,Germany,Greece,2014-02-01
201402,9402,Netherlands,Greece,2014-02-01
201402,7464,United Kingdom,Greece,2014-02-01
201402,2109,Canada,New Caledonia,2014-02-01
201402,405,France,New Caledonia,2014-02-01
201402,1126,United States of America,Antigua and Barbuda,2014-02-01
201402,77960,Canada,Switzerland,2014-02-01
201402,4886,France,Switzerland,2014-02-01
201402,43750,Germany,Switzerland,2014-02-01
201402,284,United Kingdom,Switzerland,2014-02-01
201402,95,United States of America,Switzerland,2014-02-01
201402,5436,Canada,Slovenia,2014-02-01
201402,1882,Austria,Slovenia,2014-02-01
201402,11,Croatia,Slovenia,2014-02-01
201402,60,Czech Rep.,Slovenia,2014-02-01
201402,266,France,Slovenia,2014-02-01
201402,3339,Germany,Slovenia,2014-02-01
201402,39,Hungary,Slovenia,2014-02-01
201402,82,Italy,Slovenia,2014-02-01
201402,1067,Mexico,Slovenia,2014-02-01
201402,1400,France,Qatar,2014-02-01
201402,149,Lebanon,Qatar,2014-02-01
201402,186,United Kingdom,Qatar,2014-02-01
201402,13744,United States of America,Qatar,2014-02-01
201402,1013,United Kingdom,Bermuda,2014-02-01
201402,15960,United States of America,Bermuda,2014-02-01
201402,279,Canada,Canada,2014-02-01
201402,84,United Kingdom,Canada,2014-02-01
201402,79512,United States of America,Canada,2014-02-01
201402,402,Canada,Indonesia,2014-02-01
201402,3857,Australia,Fiji,2014-02-01
201402,948,Botswana,South Africa,2014-02-01
201402,9928,Canada,South Africa,2014-02-01
201402,8110,Denmark,South Africa,2014-02-01
201402,47,Swaziland,South Africa,2014-02-01
201402,2614,Egypt,South Africa,2014-02-01
201402,51,United States of America,South Africa,2014-02-01
201402,150,Portugal,Mozambique,2014-02-01
201402,70,South Africa,Mozambique,2014-02-01
201402,11,Denmark,Kazakhstan,2014-02-01
201402,1109,Germany,Kazakhstan,2014-02-01
201402,2332,Australia,Thailand,2014-02-01
201402,1850,United States of America,Colombia,2014-02-01
201402,2718,United States of America,Belize,2014-02-01
201402,27,South Africa,Zambia,2014-02-01
201402,30856,Austria,Poland,2014-02-01
201402,49518,Belgium,Poland,2014-02-01
201402,35968,Canada,Poland,2014-02-01
201402,23097,Germany,Poland,2014-02-01
201402,1496,Italy,Poland,2014-02-01
201402,429,United Kingdom,Poland,2014-02-01
201402,65,New Zealand,Samoa,2014-02-01
201402,2090,Canada,"China, Hong Kong SAR",2014-02-01
201402,1007,Japan,"China, Hong Kong SAR",2014-02-01
201402,12600,United States of America,"China, Hong Kong SAR",2014-02-01
201402,399,United Kingdom,Norway,2014-02-01
201402,14151,Austria,Norway,2014-02-01
201402,30578,Canada,Norway,2014-02-01
201402,22523,Denmark,Norway,2014-02-01
201402,4227,United States of America,Norway,2014-02-01
201402,1923,United Kingdom,Cyprus,2014-02-01
201402,1628,Austria,Hungary,2014-02-01
201402,4780,Germany,Hungary,2014-02-01
201402,234,United Kingdom,Hungary,2014-02-01
201402,2050795,Canada,Japan,2014-02-01
201402,24302,United States of America,Japan,2014-02-01
201402,2776,United States of America,Peru,2014-02-01
201402,1341,Spain,Portugal,2014-02-01
201402,2058,United Kingdom,Portugal,2014-02-01
201402,2069,United States of America,Portugal,2014-02-01
201402,227,Belgium,Algeria,2014-02-01
201402,94440,Brazil,Benin,2014-02-01
201402,8354,Canada,French Polynesia,2014-02-01
201402,274,France,French Polynesia,2014-02-01
201402,2523,United States of America,French Polynesia,2014-02-01
201402,1246,France,Russian Federation,2014-02-01
201402,6453,Denmark,Russian Federation,2014-02-01
201402,508,Finland,Russian Federation,2014-02-01
201402,138,Germany,Russian Federation,2014-02-01
201402,391,Latvia,Russian Federation,2014-02-01
201402,1247,Netherlands,Russian Federation,2014-02-01
201406,249,United Kingdom,Thailand,2014-06-01
201402,17344,Canada,Latvia,2014-02-01
201402,14328,France,Latvia,2014-02-01
201402,1666,Germany,Latvia,2014-02-01
201402,22424,Lithuania,Latvia,2014-02-01
201402,2744,Netherlands,Latvia,2014-02-01
201402,74600,Poland,Russian Federation,2014-02-01
201402,36,Spain,Russian Federation,2014-02-01
201402,1460,France,Senegal,2014-02-01
201406,1114,Germany,Kazakhstan,2014-06-01
201406,53,Russian Federation,Kazakhstan,2014-06-01
201406,33447,United States of America,Colombia,2014-06-01
201406,47356,Belgium,United Kingdom,2014-06-01
201406,1047178,Canada,United Kingdom,2014-06-01
201406,11676,Denmark,United Kingdom,2014-06-01
201406,4098,France,United Kingdom,2014-06-01
201406,7803,Netherlands,United Kingdom,2014-06-01
201406,159588,United States of America,United Kingdom,2014-06-01
201406,248,South Africa,Zambia,2014-06-01
201406,46285,Austria,Poland,2014-06-01
201406,14446,Belgium,Poland,2014-06-01
201406,31163,Canada,Poland,2014-06-01
201406,121729,France,Poland,2014-06-01
201406,104526,Germany,Poland,2014-06-01
201406,2555,Netherlands,Poland,2014-06-01
201406,38566,Canada,"China, Hong Kong SAR",2014-06-01
201406,1806,Indonesia,"China, Hong Kong SAR",2014-06-01
201406,1183,Japan,"China, Hong Kong SAR",2014-06-01
201406,15,United States of America,"China, Hong Kong SAR",2014-06-01
201406,1113,New Zealand,Samoa,2014-06-01
201406,100,United States of America,Samoa,2014-06-01
201406,66758,Germany,Hungary,2014-06-01
201406,634,United States of America,Belize,2014-06-01
201406,6364,United Kingdom,Cyprus,2014-06-01
201406,268,United States of America,Cyprus,2014-06-01
201406,2298914,Canada,Japan,2014-06-01
201406,6830,United States of America,Japan,2014-06-01
201406,4534,United States of America,Peru,2014-06-01
201406,387,Canada,Slovakia,2014-06-01
201406,499,China,Slovakia,2014-06-01
201406,2638,Czech Rep.,Slovakia,2014-06-01
201406,17152,Germany,Slovakia,2014-06-01
201406,557,Hungary,Slovakia,2014-06-01
201406,2739,United Kingdom,Slovakia,2014-06-01
201406,106151,Canada,Sweden,2014-06-01
201406,24968,Germany,Sweden,2014-06-01
201406,200,Canada,Belarus,2014-06-01
201406,100,Russian Federation,Belarus,2014-06-01
201406,18,Germany,Rwanda,2014-06-01
201406,306,Canada,French Polynesia,2014-06-01
201406,94,France,French Polynesia,2014-06-01
201406,563,New Zealand,French Polynesia,2014-06-01
201406,128,Poland,French Polynesia,2014-06-01
201406,5512,United States of America,French Polynesia,2014-06-01
201406,1804,Germany,Latvia,2014-06-01
201406,59716,Lithuania,Latvia,2014-06-01
201406,61,Poland,Latvia,2014-06-01
201406,7259,Canada,Russian Federation,2014-06-01
201406,8353,Denmark,Russian Federation,2014-06-01
201406,360,France,Russian Federation,2014-06-01
201406,188,Latvia,Russian Federation,2014-06-01
201406,47,Lithuania,Russian Federation,2014-06-01
201406,163,Spain,Russian Federation,2014-06-01
201512,485774,Canada,Ireland,2015-12-01
201512,67660,Denmark,Ireland,2015-12-01
201512,1822,France,Ireland,2015-12-01
201512,957,Malaysia,Ireland,2015-12-01
201512,20664,United Kingdom,Ireland,2015-12-01
201512,106,United States of America,Seychelles,2015-12-01
201406,408,France,Senegal,2014-06-01
201512,190,Canada,Saint Vincent and the Grenadines,2015-12-01
201512,129,United States of America,Saint Vincent and the Grenadines,2015-12-01
201512,965,South Africa,Botswana,2015-12-01
201512,2112,Canada,Seychelles,2015-12-01
201512,7,France,Seychelles,2015-12-01
201512,408,South Africa,Seychelles,2015-12-01
201512,571,United Arab Emirates,Seychelles,2015-12-01
201512,58,Turkey,Seychelles,2015-12-01
201512,296,Egypt,Seychelles,2015-12-01
201512,698,Germany,Kazakhstan,2015-12-01
201512,1079,Russian Federation,Kazakhstan,2015-12-01
201509,52,Canada,TFYR of Macedonia,2015-09-01
201509,52,China,TFYR of Macedonia,2015-09-01
201509,127,Switzerland,TFYR of Macedonia,2015-09-01
201509,5,United States of America,TFYR of Macedonia,2015-09-01
201509,298,Canada,Belgium,2015-09-01
201509,15119,Denmark,Belgium,2015-09-01
201509,4738,France,Belgium,2015-09-01
201509,1735,Germany,Belgium,2015-09-01
201509,53124,Netherlands,Belgium,2015-09-01
201509,3215,Lebanon,Belgium,2015-09-01
201509,375,United Kingdom,Belgium,2015-09-01
201512,303,United States of America,Pakistan,2015-12-01
201512,226,France,Senegal,2015-12-01
201512,99,Brazil,Canada,2015-12-01
201512,1998,Canada,Canada,2015-12-01
201512,80,China,Canada,2015-12-01
201512,120,Indonesia,Canada,2015-12-01
201512,37,Japan,Canada,2015-12-01
201512,263,Mexico,Canada,2015-12-01
201512,218485,United States of America,Canada,2015-12-01
201512,196844,Canada,Mexico,2015-12-01
201512,455,China,Mexico,2015-12-01
201512,29257,United States of America,Mexico,2015-12-01
201405,7280,Canada,Bulgaria,2014-05-01
201405,4422,France,Bulgaria,2014-05-01
201405,1524,Germany,Bulgaria,2014-05-01
201405,2368,Netherlands,Bulgaria,2014-05-01
201512,790,Canada,Iceland,2015-12-01
201512,2851,Denmark,Iceland,2015-12-01
201512,60,France,Iceland,2015-12-01
201512,282,Germany,Iceland,2015-12-01
201512,830,Italy,Iceland,2015-12-01
201512,459,Mexico,Iceland,2015-12-01
201512,41,Portugal,Iceland,2015-12-01
201512,3409,United States of America,Iceland,2015-12-01
201512,955,Bulgaria,Denmark,2015-12-01
201512,339820,Canada,Denmark,2015-12-01
201512,26,France,Denmark,2015-12-01
201512,19692,Germany,Denmark,2015-12-01
201512,13,Latvia,Denmark,2015-12-01
201512,2535,Netherlands,Denmark,2015-12-01
201512,2359,Poland,Denmark,2015-12-01
201512,84,Sweden,Denmark,2015-12-01
201512,48376,United States of America,Denmark,2015-12-01
201512,5094,Belgium,France,2015-12-01
201512,1884499,Canada,France,2015-12-01
201512,2013,Sri Lanka,France,2015-12-01
201512,2902,Denmark,France,2015-12-01
201512,1190,Germany,France,2015-12-01
201512,21663,Netherlands,France,2015-12-01
201512,9853,United Kingdom,France,2015-12-01
201405,9511,Austria,Germany,2014-05-01
201405,1471475,Canada,Germany,2014-05-01
201405,13879,France,Germany,2014-05-01
201405,5416,Netherlands,Germany,2014-05-01
201405,7484,United States of America,Germany,2014-05-01
201512,1521,Australia,Malaysia,2015-12-01
201512,2028,Canada,Malaysia,2015-12-01
201512,1684,Rep. of Korea,Malaysia,2015-12-01
201512,3709,United Kingdom,Malaysia,2015-12-01
201512,31189,United States of America,Malaysia,2015-12-01
201512,683,Austria,Italy,2015-12-01
201512,98004,Canada,Italy,2015-12-01
201512,36220,Denmark,Italy,2015-12-01
201512,24520,France,Italy,2015-12-01
201512,29728,Germany,Italy,2015-12-01
201512,22491,Netherlands,Italy,2015-12-01
201512,14,Poland,Italy,2015-12-01
201512,209,Portugal,Italy,2015-12-01
201512,65,Romania,Italy,2015-12-01
201512,200,Canada,Slovakia,2015-12-01
201512,561,Czech Rep.,Slovakia,2015-12-01
201512,14722,Hungary,Slovakia,2015-12-01
201512,7778,Italy,Slovakia,2015-12-01
201512,5516,Poland,Slovakia,2015-12-01
201512,2906,United Kingdom,Slovakia,2015-12-01
201512,71,France,Slovenia,2015-12-01
201512,2655,Germany,Slovenia,2015-12-01
201512,304,Mexico,Slovenia,2015-12-01
201512,59,Tunisia,Slovenia,2015-12-01
201512,6185,Austria,Slovenia,2015-12-01
201512,2112,Canada,Slovenia,2015-12-01
201512,68049,Belgium,United Kingdom,2015-12-01
201512,2134492,Canada,United Kingdom,2015-12-01
201512,110533,Denmark,United Kingdom,2015-12-01
201512,4065,France,United Kingdom,2015-12-01
201512,50130,Hungary,United Kingdom,2015-12-01
201512,17552,Ireland,United Kingdom,2015-12-01
201512,1361,Poland,United Kingdom,2015-12-01
201512,35909,United States of America,United Kingdom,2015-12-01
201405,272,Mexico,Guatemala,2014-05-01
201405,40709,United States of America,Guatemala,2014-05-01
201405,223,Austria,Luxembourg,2014-05-01
201405,586,Belgium,Luxembourg,2014-05-01
201405,9069,Canada,Luxembourg,2014-05-01
201405,1048,France,Luxembourg,2014-05-01
201405,6447,Germany,Luxembourg,2014-05-01
201405,252,United Kingdom,Luxembourg,2014-05-01
201509,84701,Canada,Ireland,2015-09-01
201509,940,France,Ireland,2015-09-01
201509,351,Malaysia,Ireland,2015-09-01
201509,23508,United Kingdom,Ireland,2015-09-01
201405,2830,Belgium,Netherlands,2014-05-01
201405,238150,Canada,Netherlands,2014-05-01
201405,1973,United States of America,Netherlands,2014-05-01
201405,8603,Canada,India,2014-05-01
201405,3424,Thailand,India,2014-05-01
201405,830,Belgium,Spain,2014-05-01
201405,7089,Canada,Spain,2014-05-01
201405,7389,Denmark,Spain,2014-05-01
201405,54278,France,Spain,2014-05-01
201405,3878,Germany,Spain,2014-05-01
201405,15798,Netherlands,Spain,2014-05-01
201405,1034,Romania,Spain,2014-05-01
201405,2830,United Kingdom,Spain,2014-05-01
201501,1821605,Canada,Japan,2015-01-01
201501,13897,United States of America,Japan,2015-01-01
201405,23933,Canada,Ukraine,2014-05-01
201501,144133,Canada,Mexico,2015-01-01
201501,18269,United States of America,Mexico,2015-01-01
201405,4770,France,Philippines,2014-05-01
201405,506,"China, Hong Kong SAR",Philippines,2014-05-01
201405,7816,United States of America,Philippines,2014-05-01
201405,40,Canada,Estonia,2014-05-01
201405,3063,Finland,Estonia,2014-05-01
201405,706,Germany,Estonia,2014-05-01
201405,78,Canada,Chile,2014-05-01
201405,14515,Denmark,Turkey,2014-05-01
201405,2745,Austria,Switzerland,2014-05-01
201501,161,United Kingdom,Barbados,2015-01-01
201501,4157,United States of America,Barbados,2015-01-01
201405,16567,France,Greece,2014-05-01
201405,7,Netherlands,Greece,2014-05-01
201405,13074,United Kingdom,Greece,2014-05-01
201405,2366,Canada,New Caledonia,2014-05-01
201405,1096,France,New Caledonia,2014-05-01
201405,532,United States of America,New Caledonia,2014-05-01
201405,3722,Australia,Azerbaijan,2014-05-01
201405,1630,United States of America,Antigua and Barbuda,2014-05-01
201405,244952,Canada,Switzerland,2014-05-01
201405,54323,Denmark,Switzerland,2014-05-01
201405,3262,France,Switzerland,2014-05-01
201405,82621,Germany,Switzerland,2014-05-01
201405,139,Italy,Switzerland,2014-05-01
201405,992,India,Switzerland,2014-05-01
201405,56,United Kingdom,Switzerland,2014-05-01
201501,79247,Canada,Czech Rep.,2015-01-01
201501,9421,Denmark,Czech Rep.,2015-01-01
201501,302,France,Czech Rep.,2015-01-01
201501,23710,Germany,Czech Rep.,2015-01-01
201501,6731,United Kingdom,Czech Rep.,2015-01-01
201501,28,United States of America,Czech Rep.,2015-01-01
201501,11745,Guatemala,El Salvador,2015-01-01
201501,429,United States of America,El Salvador,2015-01-01
201405,178,San Marino,France,2014-05-01
201405,24671,Canada,Finland,2014-05-01
201405,314,United Kingdom,Bermuda,2014-05-01
201405,19264,United States of America,Bermuda,2014-05-01
201405,10667,Denmark,France,2014-05-01
201405,2105,Italy,France,2014-05-01
201405,7580,Netherlands,France,2014-05-01
201405,1619,Canada,Qatar,2014-05-01
201405,510,Sri Lanka,Qatar,2014-05-01
201405,4404,India,Qatar,2014-05-01
201405,129,United Kingdom,Qatar,2014-05-01
201405,9101,United States of America,Qatar,2014-05-01
201405,2657,Canada,Canada,2014-05-01
201405,3210643,United States of America,Canada,2014-05-01
201405,487957,Canada,France,2014-05-01
201405,4501,United States of America,France,2014-05-01
201405,4546,United Kingdom,France,2014-05-01
201405,12359,Australia,Fiji,2014-05-01
201405,10304,Egypt,South Africa,2014-05-01
201405,540,Portugal,Mozambique,2014-05-01
201405,840,South Africa,Mozambique,2014-05-01
201405,40,United States of America,South Africa,2014-05-01
201405,45393,Canada,Ireland,2014-05-01
201405,8322,United Kingdom,Ireland,2014-05-01
201405,3513,United States of America,Ireland,2014-05-01
201405,4139,United States of America,Indonesia,2014-05-01
201405,1154,Canada,Kazakhstan,2014-05-01
201405,376,Germany,Kazakhstan,2014-05-01
201405,6734,Austria,Romania,2014-05-01
201405,163,Bulgaria,Romania,2014-05-01
201405,43007,Czech Rep.,Romania,2014-05-01
201405,13481,Denmark,Romania,2014-05-01
201405,330,Germany,Romania,2014-05-01
201405,2342,Hungary,Romania,2014-05-01
201405,419,United Kingdom,Romania,2014-05-01
201405,15278,Canada,Colombia,2014-05-01
201405,32798,United States of America,Colombia,2014-05-01
201405,4897,United States of America,Belize,2014-05-01
201405,41294,Belgium,United Kingdom,2014-05-01
201405,828499,Canada,United Kingdom,2014-05-01
201405,1951,France,United Kingdom,2014-05-01
201405,1085,Germany,United Kingdom,2014-05-01
201405,206,Ireland,United Kingdom,2014-05-01
201405,3623,Netherlands,United Kingdom,2014-05-01
201405,11376,Pakistan,United Kingdom,2014-05-01
201405,78280,United States of America,United Kingdom,2014-05-01
201405,101,South Africa,Zambia,2014-05-01
201405,925,United States of America,Aruba,2014-05-01
201405,913,United States of America,Samoa,2014-05-01
201405,28849,Australia,Singapore,2014-05-01
201405,4294,Canada,Singapore,2014-05-01
201405,49,France,Singapore,2014-05-01
201405,460,Japan,Singapore,2014-05-01
201405,336,Malaysia,Singapore,2014-05-01
201405,27015,United Kingdom,Singapore,2014-05-01
201405,21265,United States of America,Singapore,2014-05-01
201405,5325,Canada,Norway,2014-05-01
201405,8558,Denmark,Norway,2014-05-01
201405,1528,United States of America,Norway,2014-05-01
201405,11475,Canada,"China, Hong Kong SAR",2014-05-01
201405,1295,Japan,"China, Hong Kong SAR",2014-05-01
201405,9417,United States of America,"China, Hong Kong SAR",2014-05-01
201405,577,Canada,Madagascar,2014-05-01
201405,77,Mexico,Madagascar,2014-05-01
201405,21,United Arab Emirates,Madagascar,2014-05-01
201405,2727722,Canada,Japan,2014-05-01
201405,26515,United States of America,Japan,2014-05-01
201405,2008,United States of America,Peru,2014-05-01
201405,1687,Czech Rep.,Slovakia,2014-05-01
201405,5436,Germany,Slovakia,2014-05-01
201405,567,Hungary,Slovakia,2014-05-01
201405,1290,Canada,Slovakia,2014-05-01
201405,10241,China,Slovakia,2014-05-01
201405,4979,Austria,Italy,2014-05-01
201405,26566,Belgium,Italy,2014-05-01
201405,265004,Canada,Italy,2014-05-01
201405,8685,Denmark,Italy,2014-05-01
201405,34481,France,Italy,2014-05-01
201405,57348,Germany,Italy,2014-05-01
201405,30963,Netherlands,Italy,2014-05-01
201405,151562,United Kingdom,Italy,2014-05-01
201405,39537,Germany,Sweden,2014-05-01
201405,88,Poland,Latvia,2014-05-01
201405,193,Canada,Portugal,2014-05-01
201405,45,Italy,Portugal,2014-05-01
201405,1389,Spain,Portugal,2014-05-01
201405,632,Belgium,Rwanda,2014-05-01
201405,976,France,Latvia,2014-05-01
201405,2358,Germany,Latvia,2014-05-01
201405,43638,Lithuania,Latvia,2014-05-01
201405,2192,Netherlands,Latvia,2014-05-01
201405,1414,United Kingdom,Portugal,2014-05-01
201405,859,United States of America,Portugal,2014-05-01
201405,2719,Canada,French Polynesia,2014-05-01
201405,266,France,French Polynesia,2014-05-01
201405,184,Poland,French Polynesia,2014-05-01
201405,2392,United States of America,French Polynesia,2014-05-01
201405,2092,Canada,Russian Federation,2014-05-01
201405,93,Finland,Russian Federation,2014-05-01
201405,302,France,Russian Federation,2014-05-01
201405,499,Latvia,Russian Federation,2014-05-01
201509,65,Canada,Rep. of Moldova,2015-09-01
201405,33841,Canada,Mexico,2014-05-01
201405,207,France,Mexico,2014-05-01
201405,52460,United States of America,Mexico,2014-05-01
201509,5304,United States of America,Philippines,2015-09-01
201501,3669,Canada,Estonia,2015-01-01
